Date,Vendor_ID,Purchase_Order_Amount,Approval_Status,Vendor_Rating,Procurement_Lead_Time
2024-10-22 09:00:00,V00139,8715.39,Pending,4,12.1
2024-10-22 10:00:00,V00039,5979.39,Rejected,2,18.4
2024-10-22 11:00:00,V00105,4389.47,Approved,4,14.5
2024-10-22 12:00:00,V00324,4606.29,Rejected,3,19.0
2024-10-22 13:00:00,V00281,4583.19,Approved,4,6.0
2024-10-22 14:00:00,V00447,9434.27,Pending,4,13.5
2024-10-22 15:00:00,V00480,6350.97,Rejected,2,15.5
2024-10-22 16:00:00,V00414,2185.68,Rejected,3,21.9
2024-10-22 17:00:00,V00429,4511.12,Rejected,2,20.1
2024-10-22 18:00:00,V00123,4952.74,Approved,4,12.5
2024-10-22 19:00:00,V00218,2784.86,Rejected,1,19.8
2024-10-22 20:00:00,V00377,1434.09,Pending,4,19.1
2024-10-22 21:00:00,V00061,6191.13,Approved,5,17.8
2024-10-22 22:00:00,V00100,3390.73,Approved,5,12.2
2024-10-22 23:00:00,V00307,7497.54,Rejected,3,18.4
2024-10-23 00:00:00,V00354,5016.39,Rejected,3,19.7
2024-10-23 01:00:00,V00393,4051.46,Approved,5,17.9
2024-10-23 02:00:00,V00204,1000.0,Approved,4,11.7
2024-10-23 03:00:00,V00258,7444.64,Rejected,3,18.2
2024-10-23 04:00:00,V00486,5587.05,Rejected,2,21.0
2024-10-23 05:00:00,V00005,4103.61,Rejected,2,17.0
2024-10-23 06:00:00,V00446,3219.42,Approved,5,19.2
2024-10-23 07:00:00,V00197,8198.18,Rejected,3,23.9
2024-10-23 08:00:00,V00180,2871.56,Rejected,2,19.5
2024-10-23 09:00:00,V00342,4262.71,Pending,3,11.4
2024-10-23 10:00:00,V00133,6139.49,Approved,5,15.7
2024-10-23 11:00:00,V00443,7901.53,Pending,4,13.3
2024-10-23 12:00:00,V00324,4567.36,Approved,5,15.9
2024-10-23 13:00:00,V00253,3530.37,Approved,5,23.5
2024-10-23 14:00:00,V00265,4786.52,Approved,5,12.9
2024-10-23 15:00:00,V00093,6808.94,Approved,4,8.7
2024-10-23 16:00:00,V00150,7258.79,Rejected,2,14.4
2024-10-23 17:00:00,V00411,2249.68,Pending,3,10.6
2024-10-23 18:00:00,V00138,5229.88,Approved,5,14.3
2024-10-23 19:00:00,V00208,2131.47,Pending,3,14.3
2024-10-23 20:00:00,V00490,6768.43,Approved,5,18.1
2024-10-23 21:00:00,V00125,5844.77,Approved,5,10.3
2024-10-23 22:00:00,V00234,3157.63,Pending,4,20.2
2024-10-23 23:00:00,V00061,8068.29,Pending,3,9.2
2024-10-24 00:00:00,V00307,5670.03,Rejected,2,9.3
2024-10-24 01:00:00,V00266,5450.38,Approved,5,13.8
2024-10-24 02:00:00,V00134,4641.78,Pending,4,19.1
2024-10-24 03:00:00,V00318,4983.92,Approved,5,5.6
2024-10-24 04:00:00,V00113,4237.03,Rejected,2,16.3
2024-10-24 05:00:00,V00389,3517.58,Approved,4,14.9
2024-10-24 06:00:00,V00378,7458.26,Approved,5,12.0
2024-10-24 07:00:00,V00454,4014.51,Approved,4,12.0
2024-10-24 08:00:00,V00191,3947.18,Pending,3,13.4
2024-10-24 09:00:00,V00379,4741.41,Pending,4,21.3
2024-10-24 10:00:00,V00440,7849.03,Approved,5,24.7
2024-10-24 11:00:00,V00187,7262.33,Approved,4,12.4
2024-10-24 12:00:00,V00319,4210.3,Approved,4,14.1
2024-10-24 13:00:00,V00367,7453.57,Approved,5,14.2
2024-10-24 14:00:00,V00089,5216.24,Pending,4,17.3
2024-10-24 15:00:00,V00187,3313.15,Pending,4,23.3
2024-10-24 16:00:00,V00307,4047.74,Approved,4,12.8
2024-10-24 17:00:00,V00434,7746.51,Rejected,3,17.1
2024-10-24 18:00:00,V00132,9165.69,Rejected,1,14.8
2024-10-24 19:00:00,V00360,5639.63,Pending,3,8.0
2024-10-24 20:00:00,V00123,3866.93,Approved,5,20.1
2024-10-24 21:00:00,V00048,4750.17,Pending,4,18.3
2024-10-24 22:00:00,V00288,3475.11,Approved,5,20.8
2024-10-24 23:00:00,V00376,3766.47,Rejected,2,9.4
2024-10-25 00:00:00,V00179,3569.9,Rejected,3,17.1
2024-10-25 01:00:00,V00180,4841.31,Pending,4,19.4
2024-10-25 02:00:00,V00099,5241.36,Approved,5,17.3
2024-10-25 03:00:00,V00330,4703.68,Pending,4,18.1
2024-10-25 04:00:00,V00034,4557.35,Pending,4,21.9
2024-10-25 05:00:00,V00420,6520.98,Approved,5,9.4
2024-10-25 06:00:00,V00070,4541.58,Pending,4,19.7
2024-10-25 07:00:00,V00171,4669.97,Approved,5,14.9
2024-10-25 08:00:00,V00366,4646.88,Approved,5,7.4
2024-10-25 09:00:00,V00272,8086.58,Approved,4,5.0
2024-10-25 10:00:00,V00059,4017.57,Approved,4,12.0
2024-10-25 11:00:00,V00181,6192.59,Pending,4,20.4
2024-10-25 12:00:00,V00019,3503.24,Approved,5,15.5
2024-10-25 13:00:00,V00226,5699.89,Approved,5,14.4
2024-10-25 14:00:00,V00473,6092.47,Rejected,1,17.9
2024-10-25 15:00:00,V00095,7168.52,Pending,4,15.8
2024-10-25 16:00:00,V00369,4231.46,Approved,5,11.4
2024-10-25 17:00:00,V00297,2772.07,Rejected,1,20.0
2024-10-25 18:00:00,V00081,3432.03,Approved,4,6.3
2024-10-25 19:00:00,V00175,6929.08,Approved,5,21.6
2024-10-25 20:00:00,V00222,9163.5,Pending,3,6.9
2024-10-25 21:00:00,V00103,6668.91,Approved,5,13.2
2024-10-25 22:00:00,V00054,2475.72,Pending,3,8.5
2024-10-25 23:00:00,V00183,6601.31,Approved,4,11.5
2024-10-26 00:00:00,V00351,3112.42,Approved,5,9.7
2024-10-26 01:00:00,V00403,4301.71,Rejected,3,19.2
2024-10-26 02:00:00,V00318,5374.46,Approved,5,14.0
2024-10-26 03:00:00,V00355,5710.74,Rejected,3,16.3
2024-10-26 04:00:00,V00349,5130.88,Pending,3,8.7
2024-10-26 05:00:00,V00443,3797.78,Approved,5,12.1
2024-10-26 06:00:00,V00321,7119.92,Rejected,3,19.7
2024-10-26 07:00:00,V00068,3944.87,Rejected,3,16.6
2024-10-26 08:00:00,V00028,7509.03,Rejected,2,9.4
2024-10-26 09:00:00,V00274,2281.24,Rejected,1,13.1
2024-10-26 10:00:00,V00282,5431.06,Approved,5,16.0
2024-10-26 11:00:00,V00360,2547.7,Pending,4,24.5
2024-10-26 12:00:00,V00403,3331.83,Pending,4,20.7
2024-10-26 13:00:00,V00311,3973.98,Pending,4,25.9
2024-10-26 14:00:00,V00119,8041.21,Rejected,3,17.6
2024-10-26 15:00:00,V00380,7616.05,Pending,4,13.5
2024-10-26 16:00:00,V00441,6748.5,Rejected,1,18.8
2024-10-26 17:00:00,V00134,5066.57,Pending,4,24.8
2024-10-26 18:00:00,V00129,5376.12,Approved,4,10.1
2024-10-26 19:00:00,V00008,7532.96,Rejected,1,6.3
2024-10-26 20:00:00,V00481,6402.61,Approved,4,5.0
2024-10-26 21:00:00,V00051,5036.02,Rejected,3,23.5
2024-10-26 22:00:00,V00491,7973.34,Rejected,2,19.5
2024-10-26 23:00:00,V00341,6629.06,Approved,5,16.5
2024-10-27 00:00:00,V00472,5484.84,Rejected,1,12.1
2024-10-27 01:00:00,V00281,4082.05,Approved,5,18.4
2024-10-27 02:00:00,V00175,3901.52,Pending,4,16.9
2024-10-27 03:00:00,V00183,4327.65,Approved,4,14.5
2024-10-27 04:00:00,V00192,5913.98,Rejected,1,10.6
2024-10-27 05:00:00,V00249,6671.57,Pending,3,12.1
2024-10-27 06:00:00,V00235,2111.42,Rejected,2,19.3
2024-10-27 07:00:00,V00083,1106.8,Approved,5,14.3
2024-10-27 08:00:00,V00093,3097.02,Rejected,1,22.3
2024-10-27 09:00:00,V00373,4184.65,Rejected,1,19.9
2024-10-27 10:00:00,V00394,7391.89,Pending,3,11.8
2024-10-27 11:00:00,V00312,4439.16,Approved,5,12.7
2024-10-27 12:00:00,V00268,5509.55,Approved,5,20.0
2024-10-27 13:00:00,V00417,5835.81,Approved,5,20.8
2024-10-27 14:00:00,V00120,2952.86,Approved,4,16.2
2024-10-27 15:00:00,V00071,7919.78,Approved,5,10.0
2024-10-27 16:00:00,V00017,3670.39,Approved,4,13.8
2024-10-27 17:00:00,V00253,8119.58,Approved,5,10.5
2024-10-27 18:00:00,V00445,4747.65,Pending,4,22.5
2024-10-27 19:00:00,V00122,4324.99,Rejected,2,15.7
2024-10-27 20:00:00,V00380,2778.42,Rejected,1,13.8
2024-10-27 21:00:00,V00010,5394.57,Approved,4,11.8
2024-10-27 22:00:00,V00287,9508.76,Approved,5,5.0
2024-10-27 23:00:00,V00316,5827.18,Approved,5,12.9
2024-10-28 00:00:00,V00326,5540.87,Approved,5,15.1
2024-10-28 01:00:00,V00273,3666.79,Approved,4,10.6
2024-10-28 02:00:00,V00306,6183.97,Rejected,2,19.0
2024-10-28 03:00:00,V00293,5315.24,Pending,3,9.1
2024-10-28 04:00:00,V00210,4874.33,Rejected,3,15.9
2024-10-28 05:00:00,V00446,5989.59,Pending,4,17.8
2024-10-28 06:00:00,V00218,1368.31,Approved,5,13.9
2024-10-28 07:00:00,V00241,4798.95,Rejected,2,9.8
2024-10-28 08:00:00,V00374,2605.94,Rejected,1,14.3
2024-10-28 09:00:00,V00464,5057.8,Approved,4,9.7
2024-10-28 10:00:00,V00200,3551.6,Approved,5,14.4
2024-10-28 11:00:00,V00216,3688.32,Approved,5,16.4
2024-10-28 12:00:00,V00205,2333.12,Approved,4,14.6
2024-10-28 13:00:00,V00413,7231.33,Pending,3,11.1
2024-10-28 14:00:00,V00416,3644.51,Approved,5,12.1
2024-10-28 15:00:00,V00216,3751.52,Rejected,2,22.7
2024-10-28 16:00:00,V00080,8061.23,Approved,5,22.7
2024-10-28 17:00:00,V00267,6135.91,Approved,5,13.6
2024-10-28 18:00:00,V00480,1000.0,Pending,3,11.9
2024-10-28 19:00:00,V00390,7770.72,Rejected,2,14.3
2024-10-28 20:00:00,V00379,8295.78,Rejected,2,8.8
2024-10-28 21:00:00,V00035,8108.75,Approved,4,11.5
2024-10-28 22:00:00,V00289,6336.38,Approved,5,19.2
2024-10-28 23:00:00,V00018,2796.58,Pending,4,20.4
2024-10-29 00:00:00,V00165,4901.55,Rejected,3,20.6
2024-10-29 01:00:00,V00013,2103.11,Approved,5,7.8
2024-10-29 02:00:00,V00202,3267.97,Approved,5,16.6
2024-10-29 03:00:00,V00229,2778.23,Rejected,1,16.6
2024-10-29 04:00:00,V00346,3745.94,Pending,3,12.1
2024-10-29 05:00:00,V00366,5327.91,Rejected,3,20.9
2024-10-29 06:00:00,V00465,4110.18,Rejected,3,25.9
2024-10-29 07:00:00,V00448,4024.28,Approved,5,13.6
2024-10-29 08:00:00,V00001,4418.21,Rejected,2,22.5
2024-10-29 09:00:00,V00319,7998.95,Approved,5,9.3
2024-10-29 10:00:00,V00217,9327.51,Approved,5,14.0
2024-10-29 11:00:00,V00034,4098.61,Rejected,1,15.7
2024-10-29 12:00:00,V00359,5672.15,Rejected,3,23.3
2024-10-29 13:00:00,V00266,3317.44,Approved,4,8.1
2024-10-29 14:00:00,V00128,6535.3,Rejected,3,23.5
2024-10-29 15:00:00,V00212,4047.1,Approved,5,7.2
2024-10-29 16:00:00,V00263,3577.79,Rejected,2,19.8
2024-10-29 17:00:00,V00312,9003.17,Rejected,2,15.7
2024-10-29 18:00:00,V00080,2287.86,Pending,4,20.8
2024-10-29 19:00:00,V00165,1000.0,Rejected,1,15.5
2024-10-29 20:00:00,V00413,6469.66,Approved,5,16.2
2024-10-29 21:00:00,V00252,4264.74,Approved,4,10.6
2024-10-29 22:00:00,V00012,3708.01,Pending,4,22.0
2024-10-29 23:00:00,V00401,10000.0,Rejected,3,13.6
2024-10-30 00:00:00,V00304,6460.45,Approved,5,23.0
2024-10-30 01:00:00,V00212,4882.97,Pending,3,14.8
2024-10-30 02:00:00,V00282,3584.14,Rejected,2,19.1
2024-10-30 03:00:00,V00112,5891.58,Approved,4,7.9
2024-10-30 04:00:00,V00211,1534.29,Rejected,2,13.3
2024-10-30 05:00:00,V00378,3967.8,Approved,5,12.6
2024-10-30 06:00:00,V00239,4925.8,Approved,4,15.0
2024-10-30 07:00:00,V00268,5426.98,Approved,4,7.4
2024-10-30 08:00:00,V00405,4715.14,Pending,4,16.0
2024-10-30 09:00:00,V00298,3613.58,Rejected,3,20.0
2024-10-30 10:00:00,V00317,6841.32,Rejected,2,20.5
2024-10-30 11:00:00,V00058,1696.69,Approved,5,18.4
2024-10-30 12:00:00,V00438,4444.15,Pending,3,11.1
2024-10-30 13:00:00,V00034,3964.14,Rejected,1,21.6
2024-10-30 14:00:00,V00263,7023.69,Approved,4,12.1
2024-10-30 15:00:00,V00365,4082.23,Rejected,3,20.0
2024-10-30 16:00:00,V00035,5875.33,Approved,5,13.9
2024-10-30 17:00:00,V00271,5666.09,Rejected,3,25.9
2024-10-30 18:00:00,V00449,1329.76,Approved,5,14.3
2024-10-30 19:00:00,V00474,4868.71,Approved,4,14.7
2024-10-30 20:00:00,V00227,1514.53,Approved,4,13.3
2024-10-30 21:00:00,V00025,5702.57,Approved,5,12.7
2024-10-30 22:00:00,V00234,3539.36,Approved,5,13.4
2024-10-30 23:00:00,V00059,7373.34,Pending,4,14.1
2024-10-31 00:00:00,V00251,4638.46,Approved,5,16.3
2024-10-31 01:00:00,V00335,3459.89,Pending,3,9.3
2024-10-31 02:00:00,V00086,7399.72,Pending,4,28.3
2024-10-31 03:00:00,V00251,3256.22,Rejected,1,19.4
2024-10-31 04:00:00,V00390,6789.39,Rejected,3,15.1
2024-10-31 05:00:00,V00180,5935.06,Pending,3,8.3
2024-10-31 06:00:00,V00207,4269.14,Approved,5,8.7
2024-10-31 07:00:00,V00344,2328.04,Pending,4,20.8
2024-10-31 08:00:00,V00149,7483.33,Approved,5,16.9
2024-10-31 09:00:00,V00071,6000.93,Approved,4,7.1
2024-10-31 10:00:00,V00121,3456.1,Pending,3,12.6
2024-10-31 11:00:00,V00253,5489.21,Approved,5,9.3
2024-10-31 12:00:00,V00093,7012.32,Pending,4,20.6
2024-10-31 13:00:00,V00256,5224.04,Pending,4,20.3
2024-10-31 14:00:00,V00254,5476.8,Pending,4,15.5
2024-10-31 15:00:00,V00352,7064.01,Rejected,2,14.8
2024-10-31 16:00:00,V00288,8074.53,Approved,5,20.5
2024-10-31 17:00:00,V00309,4760.8,Approved,5,22.2
2024-10-31 18:00:00,V00059,2325.11,Pending,3,13.5
2024-10-31 19:00:00,V00069,2394.85,Approved,5,17.7
2024-10-31 20:00:00,V00446,3618.01,Pending,3,15.8
2024-10-31 21:00:00,V00388,3130.22,Rejected,1,11.4
2024-10-31 22:00:00,V00086,1635.06,Pending,3,12.4
2024-10-31 23:00:00,V00274,8695.65,Pending,3,10.8
2024-11-01 00:00:00,V00227,6056.2,Approved,5,16.0
2024-11-01 01:00:00,V00081,3952.4,Approved,5,14.7
2024-11-01 02:00:00,V00498,4934.97,Pending,4,16.4
2024-11-01 03:00:00,V00114,1427.2,Approved,5,20.9
2024-11-01 04:00:00,V00184,7314.64,Rejected,3,14.5
2024-11-01 05:00:00,V00280,1100.78,Approved,5,21.8
2024-11-01 06:00:00,V00322,6020.06,Rejected,1,13.4
2024-11-01 07:00:00,V00397,1323.16,Pending,3,14.6
2024-11-01 08:00:00,V00318,4171.98,Approved,5,16.5
2024-11-01 09:00:00,V00054,7485.38,Pending,4,19.8
2024-11-01 10:00:00,V00399,1732.1,Approved,5,15.9
2024-11-01 11:00:00,V00197,4702.58,Rejected,2,14.3
2024-11-01 12:00:00,V00387,6255.54,Rejected,3,19.6
2024-11-01 13:00:00,V00293,5928.34,Pending,3,10.3
2024-11-01 14:00:00,V00293,5140.37,Approved,5,18.5
2024-11-01 15:00:00,V00485,5991.53,Approved,5,18.0
2024-11-01 16:00:00,V00387,3778.35,Rejected,1,18.5
2024-11-01 17:00:00,V00447,8865.59,Approved,5,19.5
2024-11-01 18:00:00,V00291,1778.76,Approved,4,16.8
2024-11-01 19:00:00,V00180,7324.14,Pending,4,28.3
2024-11-01 20:00:00,V00471,5378.99,Rejected,3,16.8
2024-11-01 21:00:00,V00380,6234.22,Pending,3,11.4
2024-11-01 22:00:00,V00412,6589.09,Pending,4,14.9
2024-11-01 23:00:00,V00222,6111.26,Approved,4,12.4
2024-11-02 00:00:00,V00274,3377.96,Rejected,1,12.6
2024-11-02 01:00:00,V00378,4427.46,Approved,5,12.8
2024-11-02 02:00:00,V00244,2096.82,Pending,4,18.7
2024-11-02 03:00:00,V00420,4403.01,Approved,5,7.1
2024-11-02 04:00:00,V00417,5645.04,Approved,4,7.6
2024-11-02 05:00:00,V00448,6214.26,Approved,5,8.7
2024-11-02 06:00:00,V00154,5782.87,Rejected,1,14.3
2024-11-02 07:00:00,V00304,1489.82,Pending,3,7.4
2024-11-02 08:00:00,V00424,3875.65,Approved,5,12.3
2024-11-02 09:00:00,V00273,3675.5,Approved,5,21.4
2024-11-02 10:00:00,V00424,2379.66,Approved,5,16.1
2024-11-02 11:00:00,V00135,3328.13,Approved,5,9.6
2024-11-02 12:00:00,V00313,5002.56,Rejected,1,16.6
2024-11-02 13:00:00,V00008,7827.58,Rejected,1,21.4
2024-11-02 14:00:00,V00128,3093.87,Approved,5,15.1
2024-11-02 15:00:00,V00373,2742.27,Rejected,1,12.0
2024-11-02 16:00:00,V00056,3801.06,Approved,5,14.7
2024-11-02 17:00:00,V00126,5674.93,Approved,5,7.6
2024-11-02 18:00:00,V00159,7447.42,Approved,4,9.6
2024-11-02 19:00:00,V00059,4826.98,Approved,5,11.7
2024-11-02 20:00:00,V00058,2108.24,Approved,4,11.7
2024-11-02 21:00:00,V00140,2533.83,Rejected,2,13.3
2024-11-02 22:00:00,V00176,5376.56,Approved,5,9.9
2024-11-02 23:00:00,V00415,6990.51,Pending,4,18.7
2024-11-03 00:00:00,V00108,8631.48,Rejected,3,16.2
2024-11-03 01:00:00,V00211,2635.2,Approved,5,13.4
2024-11-03 02:00:00,V00447,5279.55,Pending,4,15.0
2024-11-03 03:00:00,V00074,2940.31,Rejected,2,12.9
2024-11-03 04:00:00,V00167,3202.75,Approved,5,7.7
2024-11-03 05:00:00,V00460,3033.38,Approved,5,12.3
2024-11-03 06:00:00,V00404,4331.48,Rejected,2,8.1
2024-11-03 07:00:00,V00357,3235.44,Rejected,2,12.4
2024-11-03 08:00:00,V00304,9957.69,Rejected,3,14.0
2024-11-03 09:00:00,V00233,4080.65,Approved,5,9.9
2024-11-03 10:00:00,V00327,6975.56,Approved,5,16.1
2024-11-03 11:00:00,V00372,3680.94,Approved,5,19.6
2024-11-03 12:00:00,V00182,9466.48,Approved,5,24.5
2024-11-03 13:00:00,V00122,5678.13,Pending,4,18.3
2024-11-03 14:00:00,V00334,6673.86,Rejected,1,20.8
2024-11-03 15:00:00,V00203,3817.84,Approved,5,14.2
2024-11-03 16:00:00,V00455,6952.88,Approved,4,9.1
2024-11-03 17:00:00,V00029,5669.78,Pending,3,9.0
2024-11-03 18:00:00,V00202,4242.04,Approved,5,13.8
2024-11-03 19:00:00,V00093,2840.22,Approved,4,14.2
2024-11-03 20:00:00,V00329,4524.91,Approved,5,19.7
2024-11-03 21:00:00,V00356,4353.71,Approved,5,12.5
2024-11-03 22:00:00,V00176,6738.06,Rejected,2,15.3
2024-11-03 23:00:00,V00330,4535.5,Pending,3,15.2
2024-11-04 00:00:00,V00211,1156.91,Approved,5,8.2
2024-11-04 01:00:00,V00184,6292.36,Pending,4,17.0
2024-11-04 02:00:00,V00095,7586.33,Rejected,2,10.4
2024-11-04 03:00:00,V00273,1667.87,Approved,4,11.4
2024-11-04 04:00:00,V00137,8609.46,Rejected,3,15.0
2024-11-04 05:00:00,V00237,7793.3,Approved,5,11.6
2024-11-04 06:00:00,V00353,3738.24,Rejected,2,19.9
2024-11-04 07:00:00,V00418,2765.68,Pending,4,19.7
2024-11-04 08:00:00,V00429,7105.95,Rejected,1,13.2
2024-11-04 09:00:00,V00472,2260.7,Approved,4,16.3
2024-11-04 10:00:00,V00265,3663.32,Rejected,1,23.5
2024-11-04 11:00:00,V00135,2369.74,Rejected,2,10.1
2024-11-04 12:00:00,V00144,5011.82,Pending,4,15.1
2024-11-04 13:00:00,V00019,7930.37,Rejected,1,9.0
2024-11-04 14:00:00,V00231,5749.83,Approved,5,16.3
2024-11-04 15:00:00,V00134,7036.15,Pending,3,5.0
2024-11-04 16:00:00,V00114,4296.4,Rejected,1,15.8
2024-11-04 17:00:00,V00499,5194.61,Approved,5,18.4
2024-11-04 18:00:00,V00139,2547.12,Rejected,1,13.4
2024-11-04 19:00:00,V00125,4806.23,Approved,5,15.5
2024-11-04 20:00:00,V00204,3508.06,Approved,5,9.5
2024-11-04 21:00:00,V00061,4679.46,Rejected,2,15.8
2024-11-04 22:00:00,V00250,4541.98,Rejected,2,19.5
2024-11-04 23:00:00,V00298,4371.12,Approved,5,21.1
2024-11-05 00:00:00,V00013,9215.11,Approved,5,12.7
2024-11-05 01:00:00,V00396,8535.09,Pending,3,10.2
2024-11-05 02:00:00,V00255,7832.28,Approved,5,7.7
2024-11-05 03:00:00,V00085,8590.12,Rejected,2,21.1
2024-11-05 04:00:00,V00458,7838.61,Approved,4,12.1
2024-11-05 05:00:00,V00020,4955.25,Approved,4,12.3
2024-11-05 06:00:00,V00050,4750.18,Pending,3,5.0
2024-11-05 07:00:00,V00164,5470.8,Approved,4,13.4
2024-11-05 08:00:00,V00092,4578.63,Rejected,3,28.9
2024-11-05 09:00:00,V00088,2919.91,Rejected,3,24.5
2024-11-05 10:00:00,V00069,5593.21,Pending,4,15.2
2024-11-05 11:00:00,V00037,1867.76,Pending,4,21.8
2024-11-05 12:00:00,V00253,5275.28,Approved,5,11.7
2024-11-05 13:00:00,V00252,3010.45,Pending,4,22.7
2024-11-05 14:00:00,V00140,4837.92,Rejected,3,16.1
2024-11-05 15:00:00,V00355,5382.41,Pending,4,18.4
2024-11-05 16:00:00,V00381,4294.29,Rejected,2,12.3
2024-11-05 17:00:00,V00168,1718.98,Rejected,2,17.6
2024-11-05 18:00:00,V00054,2623.96,Pending,4,30.0
2024-11-05 19:00:00,V00386,5916.49,Pending,4,20.2
2024-11-05 20:00:00,V00178,3885.12,Approved,4,12.2
2024-11-05 21:00:00,V00297,6121.7,Approved,4,5.0
2024-11-05 22:00:00,V00301,5019.4,Rejected,2,11.5
2024-11-05 23:00:00,V00359,4604.34,Approved,5,15.5
2024-11-06 00:00:00,V00106,5695.29,Approved,5,12.1
2024-11-06 01:00:00,V00137,3650.21,Approved,4,15.6
2024-11-06 02:00:00,V00190,5800.79,Approved,4,14.1
2024-11-06 03:00:00,V00128,4160.99,Approved,5,20.1
2024-11-06 04:00:00,V00342,10000.0,Approved,4,5.9
2024-11-06 05:00:00,V00047,2732.13,Approved,4,14.4
2024-11-06 06:00:00,V00005,4285.5,Pending,4,17.1
2024-11-06 07:00:00,V00460,4366.19,Approved,5,5.0
2024-11-06 08:00:00,V00257,2296.27,Pending,3,9.9
2024-11-06 09:00:00,V00300,6451.63,Approved,5,21.0
2024-11-06 10:00:00,V00150,4142.55,Approved,5,14.7
2024-11-06 11:00:00,V00294,1000.0,Approved,5,17.3
2024-11-06 12:00:00,V00243,6390.26,Pending,3,10.8
2024-11-06 13:00:00,V00275,3727.66,Rejected,2,9.2
2024-11-06 14:00:00,V00208,4790.2,Approved,4,14.9
2024-11-06 15:00:00,V00415,6353.65,Rejected,2,22.1
2024-11-06 16:00:00,V00115,4270.59,Approved,4,12.8
2024-11-06 17:00:00,V00195,4254.21,Pending,3,14.7
2024-11-06 18:00:00,V00343,9929.4,Pending,4,16.9
2024-11-06 19:00:00,V00170,1000.0,Rejected,3,19.6
2024-11-06 20:00:00,V00379,2428.07,Approved,5,18.6
2024-11-06 21:00:00,V00082,2815.88,Pending,4,19.8
2024-11-06 22:00:00,V00154,8578.05,Rejected,2,8.4
2024-11-06 23:00:00,V00141,3710.77,Approved,4,15.6
2024-11-07 00:00:00,V00314,5480.42,Approved,5,14.3
2024-11-07 01:00:00,V00146,4051.84,Approved,4,12.2
2024-11-07 02:00:00,V00323,6206.4,Approved,4,12.0
2024-11-07 03:00:00,V00122,4974.57,Pending,4,21.1
2024-11-07 04:00:00,V00252,5506.2,Pending,3,9.8
2024-11-07 05:00:00,V00343,7574.49,Approved,4,5.0
2024-11-07 06:00:00,V00387,5880.54,Approved,5,11.5
2024-11-07 07:00:00,V00311,3529.87,Pending,3,8.5
2024-11-07 08:00:00,V00089,5624.13,Approved,5,19.0
2024-11-07 09:00:00,V00475,9837.31,Approved,5,14.2
2024-11-07 10:00:00,V00058,6129.94,Approved,5,18.6
2024-11-07 11:00:00,V00492,5303.82,Rejected,2,11.5
2024-11-07 12:00:00,V00063,2258.89,Rejected,2,10.5
2024-11-07 13:00:00,V00347,6448.84,Approved,5,21.5
2024-11-07 14:00:00,V00308,6744.45,Pending,4,15.9
2024-11-07 15:00:00,V00487,5625.45,Rejected,2,14.7
2024-11-07 16:00:00,V00473,5228.19,Approved,4,13.4
2024-11-07 17:00:00,V00382,10000.0,Approved,5,10.0
2024-11-07 18:00:00,V00280,6710.86,Rejected,2,12.8
2024-11-07 19:00:00,V00072,7480.06,Approved,5,16.5
2024-11-07 20:00:00,V00009,5133.76,Approved,5,22.9
2024-11-07 21:00:00,V00366,4736.81,Pending,4,17.0
2024-11-07 22:00:00,V00421,6264.2,Approved,5,7.1
2024-11-07 23:00:00,V00094,4734.91,Rejected,2,15.9
2024-11-08 00:00:00,V00373,4899.13,Rejected,3,17.0
2024-11-08 01:00:00,V00339,5926.41,Approved,5,22.3
2024-11-08 02:00:00,V00437,3974.38,Pending,4,18.3
2024-11-08 03:00:00,V00336,5440.82,Rejected,2,13.2
2024-11-08 04:00:00,V00152,5160.17,Rejected,3,15.5
2024-11-08 05:00:00,V00492,6934.05,Approved,4,12.2
2024-11-08 06:00:00,V00405,3777.37,Rejected,1,15.7
2024-11-08 07:00:00,V00356,1000.14,Rejected,2,29.0
2024-11-08 08:00:00,V00040,4378.73,Rejected,3,18.0
2024-11-08 09:00:00,V00359,5794.57,Approved,5,5.0
2024-11-08 10:00:00,V00495,6928.21,Approved,5,14.8
2024-11-08 11:00:00,V00062,3614.31,Rejected,3,21.2
2024-11-08 12:00:00,V00254,6084.2,Pending,4,18.1
2024-11-08 13:00:00,V00454,7270.31,Rejected,3,17.0
2024-11-08 14:00:00,V00069,6502.5,Rejected,1,17.9
2024-11-08 15:00:00,V00398,3418.73,Rejected,2,14.1
2024-11-08 16:00:00,V00245,3633.55,Rejected,1,14.9
2024-11-08 17:00:00,V00365,5870.01,Approved,5,13.8
2024-11-08 18:00:00,V00170,8250.68,Pending,4,14.7
2024-11-08 19:00:00,V00178,5028.33,Rejected,2,13.7
2024-11-08 20:00:00,V00189,4669.34,Approved,5,16.7
2024-11-08 21:00:00,V00260,2260.77,Pending,4,22.3
2024-11-08 22:00:00,V00072,4271.43,Pending,3,7.5
2024-11-08 23:00:00,V00472,3569.52,Approved,4,16.1
2024-11-09 00:00:00,V00459,5054.4,Pending,4,17.7
2024-11-09 01:00:00,V00017,1974.35,Pending,3,17.8
2024-11-09 02:00:00,V00370,4342.82,Approved,5,10.8
2024-11-09 03:00:00,V00341,2982.13,Rejected,1,12.5
2024-11-09 04:00:00,V00057,6880.46,Rejected,2,19.9
2024-11-09 05:00:00,V00218,3281.66,Approved,5,16.0
2024-11-09 06:00:00,V00107,3855.3,Pending,3,14.4
2024-11-09 07:00:00,V00304,5564.25,Rejected,2,13.2
