Product_ID,Product_Name,Total_Units_Sold,Total_Revenue,Number_of_Orders,First_Sale_Date,Last_Sale_Date,Average_Price,Avg_Revenue_Per_Order
51176e7e-1aa1-4d3e-ba02-cfdc98c8da0f,"Mendez, Barnes and Moore",10,4300.8,1,2022-08-10,2022-08-10,430.08000000000004,4300.8
5118da36-82e6-4aa6-bce2-8ffab75c1757,Austin-Dennis,1,180.67,1,2023-10-24,2023-10-24,180.67,180.67
5120526c-be7a-4153-9119-940fd0e85ee9,"Blair, Perkins and Evans",7,818.7199999999999,1,2020-11-01,2020-11-01,116.96,818.7199999999999
5120f019-d981-4f61-a78a-21d1afe95443,Payne Group,11,4293.3,3,2021-07-18,2023-07-21,390.3,1431.1000000000001
51238c6d-e03c-4162-bd79-776a1dc8c8a1,Davis Ltd,6,1240.32,1,2022-01-27,2022-01-27,206.72,1240.32
51250f2d-a8ab-4f73-9764-de08933ec6d3,Smith-Hill,1,194.24,1,2022-12-27,2022-12-27,194.24,194.24
51263a8a-84ce-489b-8120-dd372ea14cd2,"Gibson, Jenkins and Harris",12,1299.1200000000001,2,2020-03-03,2020-10-20,108.26,649.5600000000001
51273170-30e1-4835-a14f-0107c6743ec1,"Reed, Callahan and Lewis",8,1476.88,1,2020-10-06,2020-10-06,184.61,1476.88
512f8a9f-db50-4f11-8255-d7027e618b27,"Castro, Jacobs and Shaw",17,7504.82,3,2020-05-29,2023-09-24,441.46,2501.6066666666666
5131ba6f-a627-43ec-82b0-28ace5497635,Brown Inc,19,13258.77,3,2021-01-07,2023-07-25,697.83,4419.59
51321cb6-7dca-44e5-b846-00d0062b9b2e,Leonard and Sons,16,3600.8,2,2020-08-29,2023-08-19,225.05,1800.4
5132cd06-9279-4096-ba51-018058e23450,Gaines Inc,10,2802.3,1,2023-09-12,2023-09-12,280.23,2802.3
51352b17-1eb8-4f49-8e58-22abdc130339,Hanson Group,8,3908.72,1,2021-05-03,2021-05-03,488.59,3908.72
5135f53a-e608-4837-8821-c98d1d543844,"Farley, Johnson and Ruiz",14,12058.48,2,2020-04-12,2020-07-11,861.3199999999999,6029.24
5142ff2f-7d80-4bf0-ab4a-195453080940,"Johnson, King and Hamilton",15,2710.2,2,2021-04-20,2021-11-26,180.67999999999998,1355.1
514d1117-34aa-4112-98d6-125a832b4b4a,Harris Group,10,17935.5,1,2021-04-17,2021-04-17,1793.55,17935.5
514eecb4-20db-4ef8-9be3-1afeb23db695,Fisher-Smith,1,472.58,1,2023-07-12,2023-07-12,472.58,472.58
5150145e-8b20-4b7e-bfa6-c397d708b5ad,Rice-Adams,38,7929.84,6,2020-07-21,2023-01-02,208.68,1321.64
51545c9c-fcca-4c13-95ea-96ef3caeeeb7,"Tran, Perez and Johnson",7,2317.56,1,2023-12-25,2023-12-25,331.08,2317.56
515cb3bf-27db-469f-b4ce-58b70464ebfa,Smith Ltd,15,18361.799999999996,3,2021-01-19,2021-04-23,1224.1199999999997,6120.5999999999985
515e31f9-baa7-439d-9352-8428e31c7d1f,Gibson LLC,22,9686.6,3,2020-11-29,2022-03-01,440.3,3228.866666666667
5160bfc9-3457-4903-8e8b-89c88ce70a95,Medina-Flores,6,4787.700000000001,1,2020-10-22,2020-10-22,797.9500000000002,4787.700000000001
5163ef56-97d6-4648-8b12-1cb2429f91ee,"Smith, Ray and Turner",3,711.8100000000001,2,2021-12-12,2022-12-27,237.27,355.90500000000003
516566e1-4d61-4fd1-aad8-0b25b628a188,Rodriguez Group,14,10900.4,3,2020-09-15,2022-06-12,778.6,3633.4666666666667
51660aa5-a557-4deb-ab5d-fbe964e3bd0d,Haynes and Sons,5,4624.85,1,2020-06-19,2020-06-19,924.97,4624.85
5167669d-6f40-45ec-9d2d-34f9de8d3099,"Williams, Rice and Howard",7,1843.0300000000002,2,2020-11-30,2023-01-25,263.29,921.5150000000001
51696cc6-e2b8-4552-91c3-6ff94b10fa71,"Weber, Simpson and Delgado",10,3233.6000000000004,1,2022-02-03,2022-02-03,323.36,3233.6000000000004
516f551c-7103-4ab0-9e0a-867dda1db859,"Mccann, Conley and Carter",8,5136.56,1,2022-08-03,2022-08-03,642.07,5136.56
51706a98-61db-42de-82d2-bddb3839daf3,Wilson-Moses,4,649.32,1,2021-04-26,2021-04-26,162.33,649.32
5175ae83-9efe-4bdd-9ad8-41a72c67d5c3,Ross-Weaver,6,6538.02,1,2023-07-30,2023-07-30,1089.67,6538.02
51762a4c-b846-4b3d-b3d2-6cfc7f7d57f4,"Hobbs, Johnson and Kane",7,9100.0,1,2023-03-01,2023-03-01,1300.0,9100.0
517711bf-b0ea-4415-80c9-56314a478f3b,Cole Inc,7,5543.860000000001,1,2020-01-19,2020-01-19,791.9800000000001,5543.860000000001
51780f82-e507-405a-aac1-7380c96df5c0,"Jones, Moore and Wilson",22,4128.52,3,2022-08-24,2023-07-17,187.66000000000003,1376.1733333333334
518154d6-d69f-481b-b31a-699ef98c8c19,"Collier, Lopez and Harris",16,5742.4,2,2023-04-03,2023-05-23,358.9,2871.2
5187500b-5411-46f5-91c4-881d0b9af188,Hall-Newman,33,1584.0,5,2020-09-16,2023-08-31,48.0,316.8
5187baf9-677e-4ad4-a21a-565b81b98fbc,"Graham, Willis and Park",5,1148.6,1,2022-08-21,2022-08-21,229.71999999999997,1148.6
51886b9c-451f-41ce-9f76-401c8868b232,Hill-Parsons,20,3686.6,2,2021-09-05,2022-03-17,184.32999999999998,1843.3
5188a158-627d-4416-9597-30257121a0a7,Jones-Sanchez,10,8217.5,1,2023-11-30,2023-11-30,821.75,8217.5
518ba97e-83eb-43b5-bad2-cd7328bfb682,Williams-Phelps,6,1424.04,1,2023-04-04,2023-04-04,237.34,1424.04
518babbb-eb42-440b-aba2-f8328f9809f8,"Martinez, Ewing and Rodriguez",10,13670.9,2,2021-04-03,2022-02-26,1367.09,6835.45
518fda81-3cd4-48db-bb9d-120657f51f47,Shaw and Sons,5,3175.65,1,2022-11-17,2022-11-17,635.13,3175.65
5191c312-32bd-44d1-8726-6ec0ad337cd3,Lopez-Barton,19,7434.129999999999,3,2020-09-06,2022-05-04,391.27,2478.043333333333
5192a7cd-94e2-4a03-802d-62c0dac7910b,Gilmore LLC,18,7553.700000000001,3,2021-03-24,2022-10-09,419.65000000000003,2517.9
5194a3c7-0172-445c-82f3-d0aebe646676,Anderson and Sons,7,4340.35,2,2021-01-16,2022-02-17,620.0500000000001,2170.175
5194cdd1-4f06-4c1c-b278-b323544ddb8c,Richards Inc,5,1097.8,1,2022-08-25,2022-08-25,219.56,1097.8
51961298-7f3c-467d-8541-4f9278006a57,"Jennings, Mullen and Bowman",12,4630.32,3,2020-10-24,2023-04-14,385.85999999999996,1543.4399999999998
5198f90d-bb5d-47c9-a53d-8a7f003ae1d7,Wagner-Fitzgerald,14,631.12,2,2020-03-17,2022-11-07,45.08,315.56
519d2cf9-464f-464d-819b-acf83ffe07fb,Powell LLC,15,2348.7000000000003,2,2021-02-20,2023-06-23,156.58,1174.3500000000001
519f1e04-8c94-4566-8957-91ee9af7f3fc,Bowen-Farmer,13,1473.1599999999999,2,2021-03-25,2021-04-23,113.32,736.5799999999999
51a9ec0c-3bcd-49e5-b18e-af379fbe1b07,Morrison-Stanley,8,3822.32,2,2022-03-09,2023-12-21,477.79,1911.16
51aea1c8-0f13-4720-8f64-9cefe5009bb7,Sandoval Ltd,10,3635.8,1,2021-05-06,2021-05-06,363.58000000000004,3635.8
51af2ea0-426b-4fba-a2e4-d5496c94c31c,"Olson, Boone and Frank",15,5611.5,2,2020-02-16,2020-06-29,374.1,2805.75
51b1c671-a2b2-4ebb-b979-d2df327bdc84,Cox-Lawson,1,1097.93,1,2021-08-26,2021-08-26,1097.93,1097.93
51b34f74-e172-4f31-83ea-2d7d653eae64,"Walsh, Singh and English",9,8710.65,2,2022-07-08,2023-12-10,967.8499999999999,4355.325
51b56e2e-5926-4713-a7f7-43d82c6725d6,"Cochran, Powell and Estrada",8,3547.2000000000003,2,2020-01-14,2022-04-08,443.40000000000003,1773.6000000000001
51bab3ca-7154-491e-b571-99f0277ebf48,"Payne, Ramirez and Dawson",9,7542.269999999999,1,2021-10-23,2021-10-23,838.0299999999999,7542.269999999999
51bae6ce-1332-4f0c-ace1-1dcd5be3b78e,"Little, Delgado and Lee",10,2113.3,2,2020-12-22,2022-02-21,211.33,1056.65
51be197a-a923-4e20-bda9-58c3eca304c8,Scott and Sons,5,1257.55,1,2023-03-21,2023-03-21,251.51,1257.55
51c1730f-f8b4-4393-8972-b714671a73a1,Thompson-Ramos,3,339.9,1,2023-12-15,2023-12-15,113.3,339.9
51c229eb-ee4b-425b-a578-6efcc038a56b,Walker-Frye,8,5805.76,2,2021-06-07,2022-05-25,725.72,2902.88
51ca3c16-f8f5-4586-b8c1-52262753ffd4,Vega and Sons,10,4047.8,1,2020-02-15,2020-02-15,404.78000000000003,4047.8
51cb40dd-e460-4fc4-81b8-c5731b2e8379,"Howe, Nichols and Ferguson",19,4617.76,4,2020-01-21,2023-12-17,243.04000000000002,1154.44
51cede10-1600-44ad-af98-1337a279389c,"Whitehead, Woods and Jackson",1,252.6,1,2020-04-24,2020-04-24,252.6,252.6
51d6d862-d756-4b8e-997a-cb4afe898ad1,Stone PLC,5,1272.5,1,2020-01-03,2020-01-03,254.5,1272.5
51da4662-c5aa-4189-81b3-4bff9cc25f1f,Anderson and Sons,8,2087.68,1,2022-08-06,2022-08-06,260.96,2087.68
51db0d8d-61c1-454e-b703-377a0290d8ad,Chavez-Walters,10,13051.5,2,2020-02-18,2020-03-17,1305.15,6525.75
51dcbd10-ae0a-45d0-a4db-1bc7c3e62861,Baker PLC,10,175.2,2,2021-08-01,2023-01-26,17.52,87.6
51dd29fb-8e31-49d1-b2a0-b4f9a353308b,Powell and Sons,11,6468.110000000001,2,2021-08-25,2023-05-20,588.0100000000001,3234.0550000000003
51dda17c-64ce-4f03-8a08-4ae5630d1ea0,Santiago-Brown,15,12317.55,2,2020-09-05,2023-10-23,821.17,6158.775
51deffee-c255-4fe1-85bd-d8da6fccb67c,Montgomery and Sons,27,1319.76,3,2021-02-20,2022-05-19,48.88,439.92
51e581c8-8678-44fa-aacb-ea9e59aa85a4,"Jackson, Russell and Lane",30,20322.899999999998,5,2020-10-21,2023-03-26,677.43,4064.5799999999995
51e595a7-383a-45dc-9cc8-c7af2eb4dcbf,Williamson Inc,6,663.0600000000001,2,2021-09-21,2023-07-14,110.51,331.53000000000003
51e8a2c6-3c45-4875-97d9-bc1bb0ba41a3,Yang-Odom,4,5055.96,1,2023-07-15,2023-07-15,1263.99,5055.96
51e8f96f-c03c-45c6-8194-f5c4b1444e2d,Shelton-Hammond,2,1090.0,2,2021-11-21,2022-10-09,545.0,545.0
51eb3524-bc81-49e8-8815-abde51b6ec36,Freeman-Ayala,18,3886.02,3,2021-04-12,2022-08-14,215.89,1295.34
51f2ecf4-c271-41c7-9554-f3dc5a4c09f1,"Williams, Gonzalez and Ford",6,4467.54,3,2020-05-01,2023-02-24,744.59,1489.18
51f3de30-a3aa-4579-bdf7-54c1cbaa1cc4,Garcia Ltd,5,1142.1,1,2022-03-23,2022-03-23,228.42,1142.1
51f91a0e-ce11-4f6f-9e60-6499ebf4e801,Norton LLC,10,4006.8,1,2023-12-08,2023-12-08,400.68,4006.8
51ff2b63-4154-4313-9384-ae49b6af86cd,Clark PLC,21,16960.44,3,2021-12-11,2023-10-20,807.64,5653.48
51ff9eea-fc79-4639-8eed-6db5bab7e070,"Dixon, Sullivan and Dunn",18,23625.36,3,2022-10-06,2023-11-28,1312.52,7875.12
52050e8d-d660-40b9-b2d2-44d883e2cca9,Murphy-Lucas,8,3649.52,1,2020-10-11,2020-10-11,456.19,3649.52
5207bdfc-54ad-48be-b7c2-8c1b0598a8dd,Davis-Richardson,8,15672.8,1,2021-12-04,2021-12-04,1959.1,15672.8
52082346-8182-439f-8cd3-d11fd994936d,"Rios, Smith and Mcmahon",7,5450.900000000001,1,2021-07-26,2021-07-26,778.7,5450.900000000001
520e0da4-b7e7-4e3a-b05a-cf04f1a69a00,Rice-Hardin,20,11922.2,3,2020-11-19,2022-03-30,596.11,3974.066666666667
52119ef4-bf26-4814-aa1b-a60f7ec51441,Hughes and Sons,3,4370.76,1,2020-05-10,2020-05-10,1456.92,4370.76
521235ea-be3b-4e26-b600-0f848b6d3a4c,Johnson PLC,5,3542.7,1,2023-04-17,2023-04-17,708.54,3542.7
52155842-61a8-49b7-8f91-f93cae9ef285,"Shea, Black and Duffy",19,15898.82,4,2020-01-25,2022-08-04,836.78,3974.705
5215da67-1760-45d6-b8b9-893df6febb1a,Mccoy and Sons,2,1439.74,1,2021-08-01,2021-08-01,719.87,1439.74
5221c676-8492-4e4d-befa-0c89a021dbf0,Donovan-Thomas,3,650.55,2,2023-04-12,2023-08-22,216.85,325.275
5221e517-87f5-4710-af7e-25116187288a,"Day, Rogers and Wright",9,5797.9800000000005,1,2021-05-22,2021-05-22,644.22,5797.9800000000005
52246964-ee43-4674-8940-6573948b2571,Anderson Ltd,11,9750.07,2,2020-07-11,2023-11-10,886.37,4875.035
52250d7c-d12f-4340-8648-c20048a88599,Duncan-Bradshaw,4,185.6,1,2020-01-19,2020-01-19,46.4,185.6
522582c3-80f7-4cf5-8ee0-a0ad0086ca84,Mccullough Inc,12,1533.1200000000001,2,2021-08-25,2021-08-29,127.76,766.5600000000001
52293cdb-60c6-4b04-b9f0-b5b610371fc5,Fuentes-Roberts,11,2534.0699999999997,2,2022-05-13,2023-04-15,230.36999999999998,1267.0349999999999
522d8898-9cb4-4476-b3ff-cab874d19e74,Bradley-Richardson,6,3735.6,1,2022-09-05,2022-09-05,622.6,3735.6
5233876e-2b02-4f03-ad63-e0607d6bfe26,"Villanueva, Reeves and Miller",21,4166.82,4,2020-01-17,2022-06-11,198.42,1041.705
524364fe-95ed-4cc8-8290-3a4bbba202a5,"Lee, Sanchez and Owens",3,531.0600000000001,1,2022-11-17,2022-11-17,177.02,531.0600000000001
5244dcb8-58ba-45d1-93b6-4d2b5c2d8552,Vasquez-Fowler,8,641.84,2,2021-06-05,2023-04-01,80.23,320.92
52459922-3bfc-4792-90bc-edec6d46f283,"Salazar, Archer and Rojas",3,153.06,1,2020-02-21,2020-02-21,51.02,153.06
5249a366-9ea5-42a1-b8f5-c348b8bd7108,Phelps-Johnson,9,3746.52,1,2022-05-17,2022-05-17,416.28,3746.52
524ffb5a-bd06-4309-b602-150456b15f30,Jimenez and Sons,3,1495.02,1,2020-08-04,2020-08-04,498.34,1495.02
52531e69-6fb8-49cc-bbd6-2ad8ee7584f8,"Kaufman, Murray and Gray",3,701.7,1,2020-04-01,2020-04-01,233.9,701.7
52563316-c8b1-486e-956c-4b414e4f06a7,"Brown, Harper and Thomas",10,9601.7,2,2020-12-08,2022-04-30,960.1700000000001,4800.85
525cf039-d3ea-4153-96f6-e83c48312270,Palmer Ltd,18,15525.0,3,2022-05-13,2023-03-27,862.5,5175.0
525d05b5-f7b0-4f57-877d-6aef9b6e30bc,"Carlson, Griffith and Spears",10,16427.7,1,2020-08-22,2020-08-22,1642.77,16427.7
525df2f9-99fe-480c-bd95-03567646b35e,Torres-Woods,29,23726.93,4,2020-06-02,2022-03-09,818.17,5931.7325
525f1933-f05a-4627-ba7e-1faf7647ac37,Hudson-Johnson,10,5653.0,2,2020-05-04,2022-01-31,565.3,2826.5
5263709c-9b18-49b3-8b3e-eb221e54035d,Turner-Lawrence,3,3095.7000000000003,1,2022-11-06,2022-11-06,1031.9,3095.7000000000003
5263bc70-42d1-4dd8-9d57-2c853d516217,"Harris, Owens and Kent",22,5693.16,3,2021-01-29,2022-12-17,258.78,1897.72
5264c4f2-51ec-4eaa-ade9-422546dcaa46,Jones-Richards,6,279.72,1,2022-05-10,2022-05-10,46.620000000000005,279.72
52663c5e-a9bb-45e0-9586-21059005000e,Martin-Morrison,6,399.5400000000001,2,2022-12-29,2023-02-18,66.59000000000002,199.77000000000004
52679d53-915b-4adb-ab63-96f2a500cec5,Gonzalez and Sons,7,284.2,1,2022-05-09,2022-05-09,40.6,284.2
52711196-4b22-40dc-a22b-4986e19a74c3,"Phelps, Gray and Hawkins",9,6530.58,1,2022-03-26,2022-03-26,725.62,6530.58
5271388a-1d66-43f2-8825-ca1dd89cfd1d,Hardin and Sons,2,1999.76,1,2023-12-19,2023-12-19,999.88,1999.76
52759847-9d16-44d4-89d8-9d1cae1de305,"Dunn, Robinson and Garcia",6,6669.48,1,2021-03-15,2021-03-15,1111.58,6669.48
527e3c53-412b-48b6-8e75-5af90c2f574a,Terry-Sanchez,27,13884.75,4,2020-09-18,2023-07-31,514.25,3471.1875
52821c08-db18-4f97-a074-83f41f2e7816,Hoover-Hampton,20,26129.6,3,2022-09-04,2023-05-21,1306.48,8709.866666666667
52883c9a-f1ba-462d-ba7a-de11fd9d79ce,Watson Ltd,5,2854.75,1,2020-11-15,2020-11-15,570.95,2854.75
52891ff3-0786-47da-b187-6cd4f7474118,Reed and Sons,10,482.2,1,2022-07-23,2022-07-23,48.22,482.2
528b5115-8c41-4309-acf1-4cfa4e287b6a,Mitchell Group,7,2101.2599999999998,2,2022-11-03,2023-06-05,300.17999999999995,1050.6299999999999
528b5a3d-f531-4106-9c23-5f5801dca08e,"Willis, Jimenez and Jimenez",9,5682.87,1,2020-10-30,2020-10-30,631.43,5682.87
529234aa-08ed-41c8-a5d7-e647f569836a,"Williams, Eaton and Calhoun",11,10336.15,2,2021-02-03,2022-02-28,939.65,5168.075
5293a58b-e376-4cb5-aa9b-e11cbab01e6d,"Joseph, Nguyen and Chapman",10,4053.4,1,2020-04-30,2020-04-30,405.34000000000003,4053.4
5296558f-043d-4d6b-81aa-be0137f30f79,"Juarez, Patel and Gould",10,6083.5,1,2023-05-26,2023-05-26,608.35,6083.5
529c484d-dce2-4ec0-a06d-ae63662153cb,"Glover, Barrett and Jensen",14,481.32000000000005,3,2020-01-27,2022-03-02,34.38,160.44000000000003
529ece97-efe4-4153-b655-bc0b96838b92,Diaz PLC,10,7597.5,1,2021-07-17,2021-07-17,759.75,7597.5
52a17eba-97c9-4099-abee-751f9c76bd5a,Mayer and Sons,2,1533.36,1,2023-08-10,2023-08-10,766.68,1533.36
52a2c9ca-bc0f-4235-9b32-68e1f0b38f58,Hernandez-Oconnor,35,13364.75,4,2020-04-20,2023-02-28,381.85,3341.1875
52a4b733-befd-465d-a24f-fc37296e9355,Bond Group,19,33064.18,3,2020-12-26,2023-05-22,1740.22,11021.393333333333
52ac4d1e-93a0-4a2d-b355-f06935654f9c,English Group,26,10261.16,5,2020-06-09,2023-05-15,394.65999999999997,2052.232
52ac75ef-b4df-43e2-b003-a22b2c5136fc,"Shields, Harris and Ramos",5,5026.95,1,2022-02-11,2022-02-11,1005.39,5026.95
52b46e86-5b7c-4674-b57d-1e24d2ece2db,"Garcia, Hill and Huang",6,1696.98,1,2023-04-18,2023-04-18,282.83,1696.98
52b56111-43fb-4423-9dd6-9aafa7c1d853,Washington Group,19,2509.71,2,2020-03-22,2022-07-10,132.09,1254.855
52b8924e-6bbd-43e6-9cd9-a5b13285044a,Willis-Davis,18,7972.92,6,2020-07-06,2023-09-13,442.94,1328.82
52bb9477-7e45-4f61-be37-d894ed93d330,Johnson Inc,18,5943.6,2,2020-12-24,2023-08-27,330.20000000000005,2971.8
52bdf4ef-2f76-4701-8c24-b7aa7be6ac05,Stewart Ltd,18,12076.38,3,2020-12-13,2022-08-16,670.91,4025.4599999999996
52c0e630-2a53-4666-aea6-693e87bac0c8,"Ramos, Thompson and Parker",10,9038.4,1,2021-05-27,2021-05-27,903.8399999999999,9038.4
52c12a74-6ece-49ed-82cb-10be62b42abc,Chambers-Montes,25,13262.25,3,2020-08-01,2021-11-16,530.49,4420.75
52c267b2-3851-491a-89e3-af6f0b3df29e,"Parker, Mann and Ferguson",14,6434.12,3,2021-10-07,2022-10-22,459.58,2144.7066666666665
52cb2c36-c31f-467b-890e-2e427c9dd441,"Carrillo, Johnson and Anderson",10,8620.1,1,2023-10-19,2023-10-19,862.01,8620.1
52cc44f3-35de-4a65-860b-1e23c7f82995,Liu PLC,8,15727.92,2,2020-02-17,2020-03-03,1965.99,7863.96
52d2edb4-7264-4720-bd24-fb300b6b5768,Acosta and Sons,1,1467.44,1,2020-12-30,2020-12-30,1467.44,1467.44
52d63440-4fa7-4981-860e-4716814fde17,Butler-Nguyen,9,546.48,1,2020-06-19,2020-06-19,60.72,546.48
52dc8096-aeb8-4c39-b918-d306dcd3653f,Goodwin Group,9,1886.85,1,2022-08-19,2022-08-19,209.64999999999998,1886.85
52dc9e17-a389-46e7-8bef-122944f06814,"Evans, Scott and Fowler",14,9212.14,3,2020-01-06,2020-08-04,658.01,3070.713333333333
52e030f3-a326-4884-a6af-c817efc21107,Melton LLC,21,3357.27,5,2020-08-07,2022-12-08,159.87,671.454
52e1dcd4-636d-488a-a305-49dbf07751ee,Carroll Ltd,4,1232.48,1,2020-10-03,2020-10-03,308.12,1232.48
52e53ca2-11d8-4219-bef2-99dca1f4239f,"Morales, King and Hatfield",4,3897.84,1,2023-02-05,2023-02-05,974.46,3897.84
52e7f960-2094-4372-81b5-905fc58c3bf6,"Edwards, Ross and Carter",28,8125.32,5,2020-09-07,2023-03-26,290.19,1625.0639999999999
52e8f6b4-317a-4612-88cd-abdc56f954a5,Meyer Ltd,7,5855.290000000001,2,2022-10-18,2023-07-22,836.4700000000001,2927.6450000000004
52e9d6f4-9cc6-4bb6-8f47-45de91f4dc55,"Jenkins, Garcia and Bell",41,19102.31,6,2020-09-11,2023-07-03,465.91,3183.7183333333337
52ea4754-72f1-4bbf-94d1-ba27368f9b0b,Schneider and Sons,6,3904.38,3,2020-10-26,2022-07-16,650.73,1301.46
52ee31e1-c06f-45e8-b8c5-d320701a95ed,Hanson-Adams,1,59.74,1,2020-08-23,2020-08-23,59.74,59.74
52f24242-7a30-453a-af94-0f8b915175f4,Gill PLC,10,5797.200000000001,1,2020-10-20,2020-10-20,579.72,5797.200000000001
52f47ca3-9656-4830-b663-74b052fd3704,Evans Group,4,869.52,2,2021-03-25,2023-05-26,217.38,434.76
52f748f7-8c3c-4005-9713-8d134658b967,Mcdonald PLC,4,3254.92,1,2020-04-24,2020-04-24,813.73,3254.92
52fd896f-3f24-49e1-99d4-6ba583d2351d,Lucero and Sons,23,10986.869999999999,3,2020-12-17,2023-03-26,477.68999999999994,3662.2899999999995
52fd9ab7-472e-475d-9e3a-60e42044390d,Hammond LLC,3,2281.41,2,2020-02-22,2023-10-05,760.4699999999999,1140.705
52fe36b1-d0e1-4fd7-8bd1-a6cfb9a88a99,"Becker, Logan and Williams",1,590.1,1,2020-08-30,2020-08-30,590.1,590.1
52fe524d-253b-4376-811b-3509362c5c81,"Dyer, Juarez and Hansen",10,3475.6,2,2022-04-30,2022-10-16,347.56,1737.8
5306027c-27ee-4970-8ef1-f47d34bda84d,Curtis-Phillips,4,3107.6800000000003,2,2021-04-13,2023-10-07,776.9200000000001,1553.8400000000001
530607c2-c616-43cc-b4f3-36a1bfcf2559,Gibson-Russell,16,13349.92,2,2021-03-26,2023-05-18,834.37,6674.96
5307163e-9012-4b4d-b0cb-7e625c1a7677,Mercer Group,11,20573.85,2,2020-03-09,2023-10-13,1870.35,10286.925
530796aa-d764-41c4-a9d2-b6e8a2e5a56b,"Bailey, Holt and Davis",2,280.9,1,2022-06-26,2022-06-26,140.45,280.9
5310fab1-29d4-4ee5-b0bb-9c5c33b675d4,Acevedo Group,10,1182.9,2,2020-02-14,2020-06-17,118.29,591.45
5314d596-44f3-4763-8d6e-968a462414bb,Carr-Pierce,1,210.49,1,2021-01-28,2021-01-28,210.49,210.49
531a832e-a055-48ff-a141-218c2da36758,Mcdonald-Chase,11,1313.95,2,2022-03-15,2023-04-09,119.45,656.975
531c5e91-87e7-4203-abe0-e92b2b56a434,"Stewart, Rocha and Gregory",2,654.3,1,2020-03-27,2020-03-27,327.15,654.3
531c9d7d-7403-4310-9dd5-7732f2491027,"Fields, Harris and Rios",10,10005.6,1,2023-09-25,2023-09-25,1000.5600000000001,10005.6
531caec9-f7f3-4813-bca7-5e86c4bee2f3,Berry Ltd,23,727.95,4,2021-07-21,2022-11-15,31.650000000000002,181.9875
531f7db5-85a8-479a-8514-9cfc18ac0db0,Baker-Davis,7,1966.16,1,2021-06-01,2021-06-01,280.88,1966.16
5320a5f5-3b95-4a0e-932f-b2b759924fd9,"Carpenter, Curtis and Carrillo",31,8464.86,5,2021-02-07,2023-12-31,273.06,1692.9720000000002
532191d1-aaa6-4f58-8066-87a28fb373a0,Johnson-Brown,9,9281.16,2,2020-08-21,2023-01-02,1031.24,4640.58
53236063-3310-49d1-9819-62948cc97db0,"Jensen, Howard and Petersen",7,2922.1499999999996,2,2022-09-29,2023-11-08,417.44999999999993,1461.0749999999998
5324bc3a-723b-4a8e-9dbc-243d0583222d,Richards-Sexton,4,142.2,1,2021-04-27,2021-04-27,35.55,142.2
5326edb4-b98a-41f1-b7b4-42e4ff221c2d,"Hernandez, Miller and Gardner",9,4356.18,2,2021-04-26,2023-01-08,484.02000000000004,2178.09
5326fe9e-c06e-4c54-b378-530d30aa16d0,Spencer Inc,5,8206.35,1,2020-12-21,2020-12-21,1641.27,8206.35
53273c66-f18b-441d-a40b-2cd27ad2a38f,"Richards, Bush and Bentley",10,7730.1,2,2020-01-12,2023-12-01,773.01,3865.05
532b5dc8-d763-4d59-b0ef-d659485addd7,"Lee, Ramirez and Smith",22,29635.32,4,2020-09-06,2023-11-14,1347.06,7408.83
532be3ee-c13d-4686-98b1-c8d329d40d9a,Merritt and Sons,8,2081.36,2,2020-08-28,2022-09-23,260.17,1040.68
532bfdc0-91aa-464f-bbe4-5513ae809031,Edwards-Callahan,19,1497.77,3,2021-07-05,2023-12-01,78.83,499.25666666666666
532cee5f-db5b-4adf-bc44-1ef42025c4fe,Johnson-Mclean,8,10758.24,2,2020-12-03,2021-05-20,1344.78,5379.12
532da133-d0df-4072-93e9-4040f7fdee72,Chapman LLC,5,417.7000000000001,1,2023-09-04,2023-09-04,83.54000000000002,417.7000000000001
532e2ed7-62c5-4c7e-b530-349c536ada6c,"Wong, Hayes and Cortez",6,9564.6,2,2022-08-13,2023-05-06,1594.1000000000001,4782.3
532f6449-9e13-44bc-bd6b-9943fa1be197,Bennett and Sons,19,5224.43,3,2022-08-02,2023-08-08,274.97,1741.4766666666667
532fbabc-696a-435a-87da-778cea5df2a6,Rodriguez PLC,11,4046.02,2,2022-05-13,2023-04-27,367.82,2023.01
532fe762-5c19-4b93-9f28-d366db7d2519,"Rodgers, Phillips and Lane",27,3842.64,3,2022-09-07,2023-08-23,142.32,1280.8799999999999
53348500-6974-4066-ac9b-52993f7da939,Smith-Acosta,10,1390.8000000000002,2,2021-10-31,2023-08-17,139.08,695.4000000000001
533c2c3d-409a-4cdb-8857-62334822b079,"Waters, Mccarty and Gray",4,1512.56,1,2023-06-04,2023-06-04,378.14,1512.56
533c845e-d5d6-4fa3-af42-b7b7adce6469,Henderson-Velasquez,4,928.24,1,2022-05-17,2022-05-17,232.06,928.24
533f808e-a186-4f5d-8ccc-6bc0aa84ebb9,Gallegos and Sons,3,641.79,1,2021-05-24,2021-05-24,213.92999999999998,641.79
5345e29b-afe6-420b-8618-0bd8a37a8e3a,Rose-Thompson,19,690.8399999999999,3,2020-09-19,2023-12-25,36.35999999999999,230.27999999999997
5348e540-f077-480b-95f2-585c87af7d0f,"Robinson, Carlson and Johnson",21,1234.38,5,2020-05-29,2022-07-18,58.78000000000001,246.87600000000003
53491078-3c38-4444-be78-d1d3ccccacce,"Morgan, Collins and Watson",5,3000.4500000000003,1,2020-05-04,2020-05-04,600.09,3000.4500000000003
